timestamp,Tair_C,RH_p,Tinternal_C,T100_C,T50_C,T25_C,T10_C,T5_C,T0_C,T5s_C,T10s_C,T25s_C,T50s_C
12/4/23 16:10,-2.7,83.4,0,-1.81,-1.81,-1.88,-1.69,-1.25,-0.5,0.5,1.56,2.81,4.25
12/4/23 16:14,-2.8,83.7,0,-1.81,-1.81,-1.88,-1.69,-1.25,-0.5,0.5,1.56,2.81,4.25
12/4/23 16:18,-2.8,83.7,0,-1.88,-1.88,-2,-1.75,-1.31,-0.5,0.5,1.56,2.81,4.25
12/4/23 16:22,-2.6,83.8,0,-1.94,-1.94,-2,-1.88,-1.38,-0.5,0.5,1.56,2.81,4.25
12/4/23 16:26,-2.6,83.8,0,-1.94,-1.94,-2.06,-1.88,-1.38,-0.5,0.5,1.56,2.81,4.25
12/4/23 16:30,-2.8,83.6,0,-1.88,-1.88,-2,-1.81,-1.38,-0.5,0.44,1.56,2.81,4.25
12/4/23 16:34,-2.8,83.6,0,-1.94,-1.94,-2.06,-1.88,-1.44,-0.56,0.44,1.56,2.81,4.25
12/4/23 16:38,-2.7,83.6,0,-1.94,-1.94,-2.06,-1.94,-1.44,-0.56,0.44,1.56,2.81,4.25
12/4/23 16:42,-2.7,83.6,0,-1.94,-2,-2.06,-1.88,-1.44,-0.56,0.44,1.56,2.81,4.25
12/4/23 16:46,-2.9,83.6,0,-1.94,-1.94,-2.06,-1.81,-1.44,-0.56,0.44,1.56,2.75,4.25
12/4/23 16:50,-2.9,83.6,-0.06,-1.94,-2,-2.06,-1.88,-1.44,-0.56,0.44,1.56,2.81,4.25
12/4/23 16:54,-2.9,83.9,-0.06,-1.94,-1.88,-2.06,-1.81,-1.44,-0.56,0.44,1.56,2.81,4.25
12/4/23 16:58,-2.9,83.9,-0.06,-1.94,-1.94,-2.06,-1.81,-1.44,-0.56,0.44,1.56,2.81,4.25
12/4/23 17:02,-2.8,83.9,-0.13,-1.94,-1.94,-2,-1.88,-1.44,-0.56,0.44,1.56,2.75,4.25
12/4/23 17:06,-2.8,83.9,-0.13,-1.94,-1.94,-2.06,-1.88,-1.44,-0.56,0.44,1.56,2.81,4.25
12/4/23 17:10,-2.8,84,-0.13,-1.94,-1.94,-2.06,-1.88,-1.44,-0.56,0.44,1.56,2.81,4.25
12/4/23 17:14,-2.8,84,-0.13,-1.94,-1.94,-2,-1.81,-1.38,-0.56,0.44,1.56,2.81,4.25
12/4/23 17:18,-2.8,83.5,-0.13,-1.94,-1.94,-2,-1.81,-1.38,-0.56,0.44,1.56,2.81,4.25
12/4/23 17:23,-2.8,83.5,-0.13,-1.88,-1.88,-2,-1.75,-1.31,-0.56,0.44,1.56,2.81,4.25
12/4/23 17:27,-2.8,83,-0.13,-1.81,-1.81,-1.88,-1.69,-1.31,-0.56,0.44,1.56,2.81,4.25
12/4/23 17:31,-2.8,83,-0.13,-1.81,-1.88,-1.94,-1.75,-1.38,-0.56,0.44,1.56,2.81,4.25
12/4/23 17:35,-2.7,83.2,-0.06,-1.81,-1.81,-1.88,-1.69,-1.31,-0.56,0.44,1.56,2.81,4.25
12/4/23 17:39,-2.7,83.2,-0.06,-1.81,-1.81,-1.88,-1.75,-1.38,-0.5,0.44,1.56,2.81,4.25
12/4/23 17:43,-2.6,83.3,-0.06,-1.81,-1.81,-1.94,-1.75,-1.38,-0.56,0.44,1.56,2.81,4.25
12/4/23 17:47,-2.6,83.3,-0.06,-1.81,-1.81,-1.88,-1.75,-1.38,-0.56,0.44,1.56,2.81,4.25
12/4/23 17:51,-2.6,83.2,-0.06,-1.88,-1.88,-1.94,-1.75,-1.31,-0.56,0.44,1.5,2.81,4.25
12/4/23 17:55,-2.6,83.2,-0.06,-1.81,-1.81,-1.88,-1.69,-1.31,-0.56,0.44,1.56,2.81,4.25
12/4/23 17:59,-2.7,83.5,-0.06,-1.81,-1.81,-1.88,-1.69,-1.25,-0.5,0.44,1.56,2.81,4.25
12/4/23 18:03,-2.7,83.5,0,-1.81,-1.75,-1.88,-1.69,-1.25,-0.5,0.44,1.56,2.81,4.25
12/4/23 18:07,-2.6,83.3,0,-1.81,-1.81,-1.88,-1.69,-1.31,-0.5,0.44,1.56,2.81,4.25
12/4/23 18:11,-2.6,83.3,0,-1.81,-1.75,-1.88,-1.69,-1.31,-0.5,0.44,1.56,2.81,4.25
12/4/23 18:15,-2.4,82.8,0,-1.75,-1.75,-1.81,-1.63,-1.25,-0.5,0.44,1.56,2.81,4.25
12/4/23 18:19,-2.4,82.8,0.06,-1.63,-1.63,-1.69,-1.5,-1.19,-0.5,0.44,1.56,2.81,4.25
12/4/23 18:23,-2.4,82.2,0.06,-1.5,-1.5,-1.56,-1.44,-1.13,-0.5,0.44,1.56,2.81,4.25
12/4/23 18:27,-2.4,82.2,0.06,-1.5,-1.56,-1.56,-1.38,-1.13,-0.44,0.5,1.56,2.81,4.25
12/4/23 18:31,-2.3,82.8,0.13,-1.5,-1.5,-1.56,-1.38,-1.06,-0.44,0.5,1.56,2.81,4.25
12/4/23 18:35,-2.3,82.8,0.13,-1.5,-1.5,-1.56,-1.38,-1.06,-0.44,0.5,1.56,2.81,4.25
12/4/23 18:39,-2.2,82.5,0.13,-1.5,-1.5,-1.63,-1.44,-1.13,-0.44,0.5,1.56,2.81,4.25
12/4/23 18:43,-2.2,82.5,0.19,-1.5,-1.44,-1.56,-1.38,-1.06,-0.44,0.5,1.56,2.81,4.25
12/4/23 18:47,-2.2,82.6,0.19,-1.5,-1.5,-1.56,-1.44,-1.13,-0.44,0.5,1.56,2.81,4.25
12/4/23 18:51,-2.2,82.6,0.19,-1.44,-1.44,-1.56,-1.44,-1.13,-0.44,0.5,1.56,2.81,4.25
12/4/23 18:55,-2.1,82.1,0.19,-1.5,-1.56,-1.69,-1.5,-1.19,-0.44,0.44,1.56,2.81,4.25
12/4/23 18:59,-2.1,82.1,0.19,-1.5,-1.56,-1.63,-1.5,-1.19,-0.44,0.5,1.56,2.81,4.25
12/4/23 19:03,-2.3,83.3,0.19,-1.56,-1.56,-1.69,-1.56,-1.19,-0.44,0.44,1.56,2.81,4.25
12/4/23 19:07,-2.3,83.3,0.19,-1.56,-1.56,-1.69,-1.63,-1.25,-0.5,0.44,1.56,2.81,4.25
12/4/23 19:11,-2.4,84,0.19,-1.63,-1.63,-1.75,-1.63,-1.25,-0.5,0.44,1.56,2.81,4.31
12/4/23 19:15,-2.4,84,0.19,-1.56,-1.56,-1.69,-1.56,-1.19,-0.5,0.44,1.56,2.81,4.25
12/4/23 19:19,-2.5,84.4,0.13,-1.63,-1.63,-1.69,-1.56,-1.19,-0.5,0.44,1.56,2.81,4.25
12/4/23 19:23,-2.5,84.4,0.13,-1.56,-1.56,-1.75,-1.56,-1.19,-0.5,0.5,1.56,2.81,4.25
12/4/23 19:27,-2.5,84.6,0.13,-1.56,-1.56,-1.69,-1.56,-1.19,-0.5,0.44,1.56,2.81,4.25
12/4/23 19:31,-2.5,84.6,0.13,-1.56,-1.56,-1.69,-1.56,-1.19,-0.5,0.44,1.56,2.81,4.25
12/4/23 19:35,-2.4,84.6,0.13,-1.63,-1.63,-1.75,-1.56,-1.19,-0.5,0.44,1.56,2.81,4.25
12/4/23 19:39,-2.4,84.6,0.06,-1.69,-1.63,-1.75,-1.63,-1.25,-0.5,0.44,1.56,2.81,4.25
12/4/23 19:43,-2.5,84.6,0.06,-1.69,-1.75,-1.81,-1.69,-1.25,-0.5,0.44,1.56,2.81,4.25
12/4/23 19:47,-2.5,84.6,0.06,-1.81,-1.81,-1.94,-1.69,-1.31,-0.5,0.5,1.56,2.81,4.25
12/4/23 19:51,-2.5,84.3,0.06,-1.75,-1.75,-1.94,-1.69,-1.31,-0.5,0.44,1.56,2.81,4.25
12/4/23 19:55,-2.5,84.3,0.06,-1.75,-1.75,-1.94,-1.75,-1.38,-0.5,0.5,1.56,2.81,4.25
12/4/23 19:59,-2.6,83.7,0,-1.75,-1.75,-1.88,-1.69,-1.31,-0.56,0.44,1.56,2.81,4.25
12/4/23 20:03,-2.6,83.7,0,-1.75,-1.75,-1.88,-1.69,-1.31,-0.56,0.44,1.56,2.81,4.25
12/4/23 20:07,-2.6,83.6,0,-1.75,-1.75,-1.88,-1.75,-1.38,-0.56,0.44,1.56,2.81,4.25
12/4/23 20:11,-2.6,83.6,-0.06,-1.69,-1.75,-1.81,-1.69,-1.31,-0.56,0.44,1.56,2.81,4.31
12/4/23 20:15,-2.5,83.6,-0.06,-1.69,-1.69,-1.81,-1.69,-1.31,-0.56,0.44,1.56,2.81,4.25
12/4/23 20:19,-2.5,83.6,-0.13,-1.69,-1.69,-1.81,-1.69,-1.31,-0.56,0.44,1.56,2.81,4.31
12/4/23 20:23,-2.6,83.6,-0.13,-1.63,-1.63,-1.81,-1.63,-1.31,-0.56,0.44,1.56,2.81,4.25
12/4/23 20:27,-2.6,83.6,-0.13,-1.63,-1.63,-1.81,-1.63,-1.31,-0.56,0.44,1.56,2.81,4.25
12/4/23 20:31,-2.6,83.9,-0.13,-1.63,-1.63,-1.75,-1.63,-1.31,-0.56,0.44,1.56,2.81,4.25
12/4/23 20:35,-2.6,83.9,-0.19,-1.56,-1.56,-1.69,-1.63,-1.31,-0.56,0.44,1.56,2.81,4.25
12/4/23 20:39,-2.5,84,-0.19,-1.56,-1.56,-1.75,-1.56,-1.31,-0.56,0.44,1.56,2.81,4.31
12/4/23 20:43,-2.5,84,-0.19,-1.63,-1.63,-1.75,-1.63,-1.31,-0.56,0.44,1.56,2.81,4.31
12/4/23 20:47,-2.5,84.1,-0.19,-1.56,-1.56,-1.75,-1.63,-1.31,-0.56,0.44,1.5,2.81,4.31
12/4/23 20:51,-2.5,84.1,-0.25,-1.56,-1.56,-1.75,-1.63,-1.31,-0.56,0.44,1.56,2.81,4.31
12/4/23 20:56,-2.5,84.1,-0.25,-1.56,-1.56,-1.69,-1.63,-1.31,-0.56,0.44,1.56,2.81,4.31
12/4/23 21:00,-2.5,84.1,-0.25,-1.63,-1.63,-1.81,-1.69,-1.38,-0.56,0.44,1.56,2.81,4.25
12/4/23 21:04,-2.5,84.2,-0.31,-1.63,-1.63,-1.81,-1.69,-1.38,-0.56,0.44,1.56,2.81,4.31
12/4/23 21:08,-2.5,84.2,-0.31,-1.63,-1.63,-1.75,-1.63,-1.31,-0.56,0.44,1.56,2.81,4.25
12/4/23 21:12,-2.6,84.5,-0.31,-1.63,-1.63,-1.81,-1.69,-1.38,-0.56,0.44,1.56,2.81,4.31
12/4/23 21:16,-2.6,84.5,-0.31,-1.63,-1.63,-1.75,-1.63,-1.31,-0.56,0.44,1.56,2.81,4.31
12/4/23 21:20,-2.6,84.7,-0.31,-1.56,-1.56,-1.75,-1.63,-1.31,-0.56,0.44,1.56,2.81,4.25
12/4/23 21:24,-2.6,84.7,-0.38,-1.63,-1.63,-1.75,-1.63,-1.31,-0.56,0.44,1.56,2.81,4.25
12/4/23 21:28,-2.6,85,-0.31,-1.5,-1.56,-1.69,-1.63,-1.31,-0.56,0.44,1.56,2.81,4.25
12/4/23 21:32,-2.6,85,-0.38,-1.5,-1.5,-1.69,-1.56,-1.31,-0.56,0.44,1.56,2.81,4.25
12/4/23 21:36,-2.6,85.1,-0.38,-1.44,-1.5,-1.63,-1.56,-1.31,-0.56,0.44,1.5,2.81,4.25
12/4/23 21:40,-2.6,85.1,-0.38,-1.44,-1.44,-1.63,-1.5,-1.31,-0.56,0.44,1.56,2.81,4.31
12/4/23 21:44,-2.5,85.2,-0.38,-1.44,-1.44,-1.56,-1.5,-1.25,-0.56,0.44,1.5,2.81,4.31
12/4/23 21:48,-2.5,85.2,-0.44,-1.38,-1.38,-1.56,-1.44,-1.25,-0.56,0.44,1.56,2.81,4.25
12/4/23 21:52,-2.5,85.3,-0.44,-1.31,-1.31,-1.5,-1.44,-1.25,-0.56,0.44,1.56,2.81,4.31
12/4/23 21:56,-2.5,85.3,-0.38,-1.31,-1.31,-1.5,-1.38,-1.19,-0.5,0.5,1.56,2.81,4.31
12/4/23 22:00,-2.3,85.4,-0.44,-1.25,-1.25,-1.44,-1.38,-1.19,-0.56,0.5,1.56,2.81,4.25
12/4/23 22:04,-2.3,85.4,-0.38,-1.19,-1.25,-1.38,-1.38,-1.19,-0.5,0.44,1.56,2.81,4.31
12/4/23 22:08,-2.2,85.4,-0.38,-1.31,-1.38,-1.5,-1.44,-1.19,-0.5,0.5,1.56,2.81,4.25
12/4/23 22:12,-2.2,85.4,-0.38,-1.38,-1.38,-1.56,-1.44,-1.19,-0.5,0.44,1.56,2.81,4.31
12/4/23 22:16,-2.2,85.3,-0.38,-1.44,-1.44,-1.63,-1.5,-1.25,-0.5,0.44,1.56,2.81,4.31
12/4/23 22:20,-2.2,85.3,-0.38,-1.44,-1.44,-1.63,-1.5,-1.25,-0.5,0.5,1.56,2.81,4.25
12/4/23 22:24,-2.4,85.2,-0.38,-1.5,-1.56,-1.69,-1.63,-1.25,-0.5,0.5,1.56,2.81,4.31
12/4/23 22:28,-2.4,85.2,-0.38,-1.5,-1.56,-1.75,-1.63,-1.31,-0.5,0.5,1.56,2.81,4.31
12/4/23 22:32,-2.4,85.2,-0.38,-1.5,-1.56,-1.69,-1.63,-1.31,-0.56,0.5,1.5,2.81,4.25
12/4/23 22:36,-2.4,85.2,-0.38,-1.5,-1.5,-1.69,-1.56,-1.31,-0.5,0.5,1.56,2.81,4.31
12/4/23 22:40,-2.5,85.2,-0.44,-1.5,-1.5,-1.69,-1.56,-1.31,-0.5,0.44,1.56,2.81,4.31
12/4/23 22:44,-2.5,85.2,-0.38,-1.5,-1.5,-1.63,-1.56,-1.25,-0.5,0.44,1.56,2.81,4.31
12/4/23 22:48,-2.5,85.3,-0.44,-1.44,-1.44,-1.63,-1.56,-1.25,-0.5,0.5,1.56,2.81,4.31
12/4/23 22:52,-2.5,85.3,-0.44,-1.44,-1.44,-1.63,-1.5,-1.25,-0.5,0.5,1.56,2.81,4.31
12/4/23 22:56,-2.5,85.4,-0.44,-1.44,-1.44,-1.63,-1.5,-1.25,-0.5,0.44,1.56,2.81,4.31
12/4/23 23:00,-2.5,85.4,-0.44,-1.44,-1.44,-1.63,-1.5,-1.25,-0.5,0.44,1.56,2.81,4.31
12/4/23 23:04,-2.5,85.4,-0.44,-1.44,-1.44,-1.63,-1.5,-1.25,-0.5,0.5,1.56,2.81,4.31
12/4/23 23:08,-2.5,85.4,-0.44,-1.44,-1.5,-1.63,-1.56,-1.25,-0.5,0.5,1.56,2.81,4.31
12/4/23 23:12,-2.5,85.5,-0.44,-1.5,-1.5,-1.69,-1.56,-1.25,-0.5,0.5,1.56,2.81,4.31
12/4/23 23:16,-2.5,85.5,-0.44,-1.44,-1.5,-1.63,-1.5,-1.25,-0.5,0.5,1.56,2.81,4.31
12/4/23 23:20,-2.5,85.5,-0.44,-1.38,-1.38,-1.56,-1.44,-1.25,-0.5,0.5,1.56,2.81,4.31
12/4/23 23:24,-2.5,85.5,-0.44,-1.38,-1.38,-1.56,-1.44,-1.25,-0.5,0.5,1.56,2.81,4.31
12/4/23 23:28,-2.5,85.5,-0.44,-1.38,-1.38,-1.5,-1.44,-1.19,-0.5,0.5,1.56,2.81,4.31
12/4/23 23:32,-2.5,85.5,-0.44,-1.31,-1.38,-1.5,-1.38,-1.19,-0.5,0.5,1.56,2.81,4.31
12/4/23 23:36,-2.4,85.5,-0.44,-1.44,-1.44,-1.56,-1.5,-1.25,-0.5,0.5,1.56,2.81,4.31
12/4/23 23:40,-2.4,85.5,-0.44,-1.5,-1.56,-1.69,-1.63,-1.25,-0.5,0.5,1.56,2.81,4.31
12/4/23 23:44,-2.4,85.6,-0.44,-1.56,-1.56,-1.75,-1.63,-1.31,-0.5,0.5,1.56,2.81,4.25
12/4/23 23:48,-2.4,85.6,-0.44,-1.56,-1.56,-1.75,-1.63,-1.31,-0.5,0.5,1.56,2.81,4.31
12/4/23 23:52,-2.5,85.6,-0.44,-1.63,-1.69,-1.81,-1.69,-1.38,-0.56,0.5,1.56,2.81,4.31
12/4/23 23:56,-2.5,85.6,-0.44,-1.63,-1.69,-1.81,-1.69,-1.38,-0.56,0.5,1.56,2.81,4.25
12/5/23 0:00,-2.6,85.5,-0.44,-1.63,-1.63,-1.81,-1.69,-1.31,-0.56,0.5,1.5,2.81,4.25
12/5/23 0:04,-2.6,85.5,-0.44,-1.63,-1.63,-1.81,-1.63,-1.38,-0.56,0.5,1.56,2.81,4.31
12/5/23 0:08,-2.6,85.5,-0.44,-1.63,-1.63,-1.75,-1.69,-1.31,-0.56,0.5,1.56,2.81,4.31
12/5/23 0:12,-2.6,85.5,-0.44,-1.63,-1.63,-1.75,-1.69,-1.38,-0.56,0.44,1.56,2.81,4.31
12/5/23 0:16,-2.6,85.6,-0.5,-1.63,-1.63,-1.81,-1.69,-1.38,-0.56,0.44,1.56,2.81,4.31
12/5/23 0:20,-2.6,85.6,-0.5,-1.63,-1.63,-1.81,-1.69,-1.38,-0.56,0.5,1.56,2.81,4.31
12/5/23 0:24,-2.6,85.7,-0.5,-1.63,-1.63,-1.81,-1.69,-1.38,-0.56,0.44,1.56,2.81,4.25
12/5/23 0:28,-2.6,85.7,-0.5,-1.63,-1.63,-1.81,-1.69,-1.38,-0.56,0.44,1.56,2.81,4.31
12/5/23 0:32,-2.6,85.7,-0.5,-1.5,-1.56,-1.69,-1.63,-1.38,-0.56,0.44,1.56,2.81,4.31
12/5/23 0:37,-2.6,85.7,-0.5,-1.5,-1.5,-1.69,-1.63,-1.38,-0.56,0.5,1.56,2.81,4.31
12/5/23 0:41,-2.6,85.7,-0.5,-1.44,-1.44,-1.63,-1.5,-1.31,-0.56,0.5,1.56,2.81,4.31
12/5/23 0:45,-2.6,85.7,-0.5,-1.38,-1.44,-1.56,-1.5,-1.31,-0.56,0.5,1.56,2.81,4.31
12/5/23 0:49,-2.5,85.7,-0.5,-1.25,-1.31,-1.5,-1.44,-1.31,-0.56,0.44,1.56,2.81,4.31
12/5/23 0:53,-2.5,85.7,-0.5,-1.25,-1.31,-1.5,-1.38,-1.25,-0.56,0.44,1.56,2.81,4.31
12/5/23 0:57,-2.4,85.7,-0.5,-1.38,-1.38,-1.56,-1.44,-1.25,-0.56,0.5,1.56,2.81,4.31
12/5/23 1:01,-2.4,85.7,-0.5,-1.38,-1.44,-1.63,-1.5,-1.25,-0.56,0.44,1.56,2.81,4.25
12/5/23 1:05,-2.3,85.7,-0.5,-1.44,-1.5,-1.63,-1.56,-1.25,-0.56,0.5,1.56,2.81,4.31
12/5/23 1:09,-2.3,85.7,-0.5,-1.44,-1.5,-1.69,-1.56,-1.31,-0.56,0.44,1.56,2.81,4.31
12/5/23 1:13,-2.4,85.6,-0.5,-1.5,-1.5,-1.69,-1.56,-1.31,-0.56,0.44,1.56,2.81,4.25
12/5/23 1:17,-2.4,85.6,-0.5,-1.5,-1.5,-1.63,-1.56,-1.31,-0.56,0.5,1.56,2.81,4.31
12/5/23 1:21,-2.5,85.6,-0.5,-1.5,-1.5,-1.63,-1.56,-1.31,-0.56,0.44,1.56,2.81,4.31
12/5/23 1:25,-2.5,85.6,-0.5,-1.5,-1.5,-1.69,-1.56,-1.31,-0.56,0.5,1.56,2.81,4.31
12/5/23 1:29,-2.5,85.5,-0.5,-1.56,-1.56,-1.69,-1.63,-1.31,-0.56,0.44,1.56,2.81,4.31
12/5/23 1:33,-2.5,85.5,-0.5,-1.56,-1.56,-1.75,-1.63,-1.31,-0.56,0.5,1.56,2.81,4.31
12/5/23 1:37,-2.5,85.6,-0.5,-1.56,-1.56,-1.69,-1.63,-1.31,-0.56,0.44,1.56,2.81,4.31
12/5/23 1:41,-2.5,85.6,-0.5,-1.5,-1.56,-1.69,-1.63,-1.31,-0.56,0.5,1.56,2.81,4.31
12/5/23 1:45,-2.6,85.5,-0.5,-1.5,-1.56,-1.69,-1.63,-1.31,-0.56,0.44,1.56,2.81,4.31
12/5/23 1:49,-2.6,85.5,-0.5,-1.5,-1.5,-1.69,-1.56,-1.31,-0.56,0.44,1.56,2.81,4.31
12/5/23 1:53,-2.5,85.6,-0.5,-1.56,-1.56,-1.75,-1.63,-1.31,-0.56,0.44,1.56,2.81,4.31
12/5/23 1:57,-2.5,85.6,-0.5,-1.5,-1.56,-1.75,-1.63,-1.31,-0.56,0.5,1.56,2.81,4.31
12/5/23 2:01,-2.6,85.5,-0.5,-1.5,-1.5,-1.69,-1.56,-1.31,-0.56,0.5,1.56,2.81,4.31
12/5/23 2:05,-2.6,85.5,-0.5,-1.44,-1.5,-1.63,-1.5,-1.25,-0.56,0.5,1.56,2.81,4.31
12/5/23 2:09,-2.5,85.5,-0.5,-1.38,-1.44,-1.63,-1.5,-1.25,-0.56,0.44,1.56,2.81,4.31
12/5/23 2:13,-2.5,85.5,-0.5,-1.38,-1.38,-1.56,-1.44,-1.25,-0.56,0.5,1.56,2.81,4.31
12/5/23 2:17,-2.5,85.6,-0.5,-1.25,-1.25,-1.44,-1.38,-1.25,-0.56,0.5,1.56,2.81,4.31
12/5/23 2:21,-2.5,85.6,-0.5,-1.19,-1.25,-1.38,-1.31,-1.19,-0.5,0.5,1.56,2.81,4.31
12/5/23 2:25,-2.3,85.6,-0.5,-1.19,-1.19,-1.38,-1.31,-1.19,-0.5,0.5,1.56,2.81,4.31
12/5/23 2:29,-2.3,85.6,-0.5,-1.19,-1.19,-1.38,-1.31,-1.19,-0.5,0.5,1.56,2.81,4.31
12/5/23 2:33,-2.2,85.6,-0.44,-1.25,-1.25,-1.38,-1.31,-1.19,-0.5,0.5,1.56,2.81,4.31
12/5/23 2:37,-2.2,85.6,-0.44,-1.19,-1.25,-1.44,-1.31,-1.19,-0.5,0.5,1.56,2.81,4.31
12/5/23 2:41,-2.2,85.6,-0.44,-1.25,-1.25,-1.44,-1.31,-1.19,-0.5,0.5,1.56,2.81,4.31
12/5/23 2:45,-2.2,85.6,-0.44,-1.25,-1.31,-1.5,-1.38,-1.19,-0.5,0.5,1.56,2.81,4.31
12/5/23 2:49,-2.2,85.4,-0.44,-1.25,-1.31,-1.5,-1.38,-1.19,-0.5,0.5,1.56,2.81,4.25
12/5/23 2:53,-2.2,85.4,-0.44,-1.44,-1.44,-1.63,-1.56,-1.25,-0.5,0.5,1.56,2.81,4.31
12/5/23 2:57,-2.2,85.2,-0.44,-1.44,-1.5,-1.63,-1.5,-1.25,-0.56,0.5,1.56,2.81,4.31
12/5/23 3:01,-2.2,85.2,-0.44,-1.5,-1.5,-1.69,-1.56,-1.31,-0.5,0.5,1.56,2.81,4.31
12/5/23 3:05,-2.4,85,-0.44,-1.5,-1.5,-1.69,-1.56,-1.31,-0.56,0.44,1.56,2.81,4.31
12/5/23 3:09,-2.4,85,-0.44,-1.44,-1.44,-1.63,-1.56,-1.31,-0.56,0.44,1.56,2.81,4.31
12/5/23 3:13,-2.4,85,-0.44,-1.38,-1.44,-1.63,-1.5,-1.25,-0.56,0.5,1.56,2.81,4.31
12/5/23 3:17,-2.4,85,-0.44,-1.38,-1.38,-1.56,-1.44,-1.25,-0.56,0.5,1.56,2.81,4.31
12/5/23 3:21,-2.4,85.2,-0.44,-1.38,-1.38,-1.56,-1.5,-1.25,-0.56,0.5,1.56,2.81,4.31
12/5/23 3:25,-2.4,85.2,-0.44,-1.38,-1.38,-1.56,-1.44,-1.25,-0.56,0.5,1.56,2.81,4.31
12/5/23 3:29,-2.4,85.2,-0.44,-1.38,-1.44,-1.56,-1.44,-1.25,-0.56,0.5,1.56,2.81,4.31
12/5/23 3:33,-2.4,85.2,-0.44,-1.38,-1.38,-1.56,-1.44,-1.25,-0.56,0.5,1.56,2.81,4.31
12/5/23 3:37,-2.4,85.2,-0.44,-1.38,-1.44,-1.56,-1.44,-1.25,-0.56,0.5,1.56,2.81,4.31
12/5/23 3:41,-2.4,85.2,-0.44,-1.44,-1.44,-1.63,-1.5,-1.25,-0.56,0.5,1.56,2.81,4.31
12/5/23 3:45,-2.4,85.2,-0.44,-1.44,-1.5,-1.63,-1.5,-1.31,-0.56,0.5,1.56,2.81,4.31
12/5/23 3:49,-2.4,85.2,-0.44,-1.56,-1.56,-1.81,-1.63,-1.31,-0.56,0.5,1.56,2.81,4.31
12/5/23 3:53,-2.4,85.1,-0.44,-1.63,-1.63,-1.81,-1.69,-1.38,-0.56,0.44,1.56,2.81,4.31
12/5/23 3:57,-2.4,85.1,-0.44,-1.69,-1.69,-1.81,-1.69,-1.38,-0.56,0.5,1.56,2.81,4.31
12/5/23 4:01,-2.5,84.9,-0.44,-1.81,-1.81,-2,-1.81,-1.44,-0.56,0.44,1.56,2.81,4.31
12/5/23 4:05,-2.5,84.9,-0.44,-1.88,-1.88,-2,-1.81,-1.5,-0.56,0.5,1.56,2.81,4.31
12/5/23 4:09,-2.7,84.4,-0.44,-1.88,-1.94,-2.06,-1.94,-1.56,-0.63,0.5,1.56,2.81,4.31
12/5/23 4:13,-2.7,84.4,-0.5,-1.94,-2,-2.13,-1.94,-1.56,-0.63,0.44,1.56,2.81,4.31
12/5/23 4:17,-2.8,83.7,-0.5,-2,-2.06,-2.19,-2,-1.63,-0.63,0.44,1.56,2.81,4.31
12/5/23 4:21,-2.8,83.7,-0.56,-2.13,-2.13,-2.25,-2.06,-1.69,-0.69,0.44,1.56,2.81,4.31
12/5/23 4:26,-2.9,83.3,-0.56,-2.13,-2.13,-2.31,-2.13,-1.69,-0.69,0.44,1.56,2.81,4.31
12/5/23 4:30,-2.9,83.3,-0.56,-2.13,-2.13,-2.31,-2.13,-1.69,-0.75,0.44,1.56,2.81,4.31
12/5/23 4:34,-3,83.1,-0.63,-2.19,-2.25,-2.38,-2.19,-1.75,-0.75,0.44,1.56,2.81,4.31
12/5/23 4:38,-3,83.1,-0.63,-2.25,-2.25,-2.44,-2.25,-1.81,-0.75,0.44,1.56,2.81,4.31
12/5/23 4:42,-3.1,83.3,-0.69,-2.25,-2.31,-2.5,-2.25,-1.81,-0.75,0.44,1.56,2.81,4.31
12/5/23 4:46,-3.1,83.3,-0.69,-2.31,-2.38,-2.5,-2.31,-1.88,-0.81,0.44,1.56,2.81,4.31
12/5/23 4:50,-3.2,82.9,-0.69,-2.38,-2.44,-2.56,-2.38,-1.94,-0.81,0.44,1.56,2.81,4.31
12/5/23 4:54,-3.2,82.9,-0.75,-2.38,-2.44,-2.56,-2.38,-1.94,-0.88,0.44,1.56,2.81,4.31
12/5/23 4:58,-3.3,82.8,-0.75,-2.44,-2.44,-2.63,-2.44,-2,-0.88,0.38,1.56,2.81,4.31
12/5/23 5:02,-3.3,82.8,-0.81,-2.5,-2.5,-2.69,-2.5,-2,-0.88,0.44,1.56,2.81,4.31
12/5/23 5:06,-3.4,83,-0.81,-2.56,-2.63,-2.75,-2.63,-2.06,-0.88,0.38,1.5,2.81,4.31
12/5/23 5:10,-3.4,83,-0.88,-2.63,-2.63,-2.81,-2.56,-2.06,-0.94,0.44,1.56,2.81,4.31
12/5/23 5:14,-3.5,82.5,-0.88,-2.69,-2.75,-2.88,-2.69,-2.13,-0.94,0.38,1.56,2.81,4.31
12/5/23 5:18,-3.5,82.5,-0.94,-2.69,-2.75,-2.88,-2.69,-2.19,-0.94,0.38,1.56,2.81,4.31
12/5/23 5:22,-3.6,82.2,-0.94,-2.69,-2.75,-2.88,-2.69,-2.19,-1,0.38,1.56,2.81,4.31
12/5/23 5:26,-3.6,82.2,-1,-2.69,-2.75,-2.94,-2.69,-2.25,-1,0.38,1.56,2.81,4.31
12/5/23 5:30,-3.6,82.2,-1.06,-2.75,-2.75,-3,-2.75,-2.25,-1,0.38,1.5,2.81,4.31
12/5/23 5:34,-3.6,82.2,-1.06,-2.75,-2.81,-3,-2.75,-2.31,-1.06,0.38,1.5,2.81,4.31
