timestamp,Tair_C,RH_p,distance_m,Tinternal_C,T110_C,T60_C,T35_C,T20_C,T15_C,T10_C,T5_C,T0_C,T15s_C,T40s_C,Site_Name
11/24/23 21:31,-7.3,57.9,1.176798161,-2.81,-7.25,-7.06,-7.13,-6,-7.25,-7.19,-5.63,-1.38,3.25,4.25,A4
11/24/23 21:35,-7.4,59.5,1.172982216,-3,-7.25,-7.06,-7.13,-6.13,-7.31,-7.25,-5.44,-1.13,3.25,4.25,A4
11/24/23 21:39,-7.4,59.5,1.181151754,-3.19,-7.25,-7.13,-7.19,-6.13,-7.38,-7.31,-5.88,-1.69,3.25,4.25,A4
11/24/23 21:43,-7.6,60.2,1.180217223,-3.38,-7.38,-7.19,-7.25,-6.81,-7.31,-7.31,-5.75,-1.38,3.25,4.25,A4
11/24/23 21:47,-7.6,60.2,1.176787308,-3.5,-7.31,-7.19,-7.25,-6.81,-7.38,-7.31,-6.06,-2.06,3.25,4.25,A4
11/24/23 21:51,-7.7,58.5,1.180321577,-3.69,-7.44,-7.25,-7.38,-6.13,-7.44,-7.44,-6.13,-1.81,3.25,4.25,A4
11/24/23 21:55,-7.7,58.5,1.181301368,-3.81,-7.63,-7.44,-7.56,-6.44,-7.63,-7.63,-6.13,-1.94,3.25,4.25,A4
11/24/23 21:59,-7.8,56.6,1.181078838,-4,-7.56,-7.44,-7.5,-6.31,-7.63,-7.63,-6.06,-1.75,3.25,4.25,A4
11/24/23 22:03,-7.8,56.6,1.1853238,-4.13,-7.69,-7.5,-7.63,-6.5,-7.75,-7.69,-5.94,-1.38,3.25,4.25,A4
11/24/23 22:07,-7.9,56.4,1.177101816,-4.31,-7.75,-7.63,-7.63,-7.25,-7.75,-7.63,-5.63,-1.25,3.25,4.25,A4
11/24/23 22:11,-7.9,56.4,1.181509214,-4.38,-7.75,-7.69,-7.75,-6.63,-7.88,-7.75,-5.69,-1.38,3.25,4.25,A4
11/24/23 22:15,-8,59.9,1.176553497,-4.56,-7.88,-7.69,-7.81,-6.75,-7.94,-7.75,-5.69,-1.38,3.25,4.25,A4
11/24/23 22:19,-8,59.9,1.18030724,-4.69,-7.81,-7.63,-7.75,-7.38,-7.88,-7.81,-5.81,-1.5,3.25,4.25,A4
11/24/23 22:23,-8.1,60.4,1.176984312,-4.81,-7.94,-7.81,-7.88,-7.5,-8.06,-7.94,-5.94,-1.44,3.25,4.25,A4
11/24/23 22:28,-8.1,60.4,1.176494786,-4.88,-7.88,-7.75,-7.75,-7.38,-7.88,-7.75,-6.06,-1.63,3.19,4.25,A4
11/24/23 22:32,-8.2,61.2,1.181982889,-5,-8,-7.81,-7.88,-7.88,-8.06,-7.94,-5.88,-1.38,3.19,4.25,A4
11/24/23 22:36,-8.2,61.2,1.180188298,-5.13,-7.94,-7.81,-7.88,-7.69,-8.06,-8,-6.06,-1.31,3.19,4.25,A4
11/24/23 22:40,-8.3,59.3,1.177355736,-5.25,-8.06,-7.88,-8,-7.94,-8.13,-8,-6,-1.38,3.25,4.25,A4
11/24/23 22:44,-8.3,59.3,1.185348315,-5.31,-8.13,-8,-8.13,-8,-8.25,-8.13,-6.25,-1.75,3.19,4.25,A4
11/24/23 22:48,-8.5,59.3,1.176748063,-5.44,-8.25,-8.13,-8.19,-7.06,-8.31,-8.19,-6.63,-2.19,3.19,4.25,A4
11/24/23 22:52,-8.5,59.3,1.177074168,-5.5,-8.38,-8.19,-8.25,-7.06,-8.38,-8.25,-6.31,-1.75,3.19,4.25,A4
11/24/23 22:56,-8.6,59.5,1.181090321,-5.63,-8.38,-8.25,-8.31,-8,-8.38,-8.25,-6.31,-1.75,3.19,4.25,A4
11/24/23 23:00,-8.6,59.5,1.181416364,-5.75,-8.44,-8.25,-8.31,-8,-8.44,-8.38,-6.31,-1.75,3.19,4.25,A4
11/24/23 23:04,-8.7,60.1,1.180378102,-5.81,-8.44,-8.31,-8.38,-7.38,-8.5,-8.38,-6.31,-1.56,3.19,4.25,A4
11/24/23 23:08,-8.7,60.1,1.176792308,-5.94,-8.44,-8.38,-8.44,-7.38,-8.56,-8.44,-6.44,-1.75,3.19,4.25,A4
11/24/23 23:12,-8.8,59.2,1.181132664,-6.06,-8.5,-8.38,-8.44,-7.63,-8.56,-8.44,-6.38,-1.75,3.19,4.25,A4
11/24/23 23:16,-8.8,59.2,1.180480824,-6.06,-8.44,-8.25,-8.38,-7.31,-8.5,-8.44,-6.56,-1.75,3.19,4.25,A4
11/24/23 23:20,-8.8,61.3,1.180969704,-6.19,-8.38,-8.25,-8.31,-7.25,-8.5,-8.38,-6.56,-1.63,3.19,4.25,A4
11/24/23 23:24,-8.8,61.3,1.180969704,-6.25,-8.5,-8.38,-8.44,-7.38,-8.63,-8.5,-6.5,-1.75,3.19,4.25,A4
11/24/23 23:28,-8.8,59.8,1.185043699,-6.38,-8.63,-8.5,-8.56,-7.5,-8.75,-8.56,-6.5,-1.69,3.19,4.25,A4
11/24/23 23:32,-8.8,59.8,1.181132664,-6.44,-8.63,-8.5,-8.56,-7.44,-8.63,-8.5,-6.69,-1.88,3.19,4.25,A4
11/24/23 23:36,-8.9,60.9,1.18074631,-6.44,-8.69,-8.56,-8.63,-7.5,-8.75,-8.63,-6.94,-2.19,3.13,4.25,A4
11/24/23 23:40,-8.9,60.9,1.185145393,-6.56,-8.63,-8.44,-8.5,-7.38,-8.63,-8.56,-6.75,-1.94,3.13,4.25,A4
11/24/23 23:44,-9,59.3,1.185409819,-6.63,-8.81,-8.63,-8.69,-8.31,-8.81,-8.63,-6.44,-1.75,3.13,4.25,A4
11/24/23 23:48,-9,59.3,1.177264912,-6.69,-8.75,-8.63,-8.69,-7.75,-8.88,-8.75,-6.63,-1.63,3.13,4.25,A4
11/24/23 23:52,-9,59.8,1.181174467,-6.75,-8.63,-8.44,-8.56,-7.44,-8.69,-8.56,-6.63,-1.56,3.13,4.25,A4
11/24/23 23:56,-9,59.8,1.181011569,-6.81,-8.75,-8.63,-8.69,-7.69,-8.88,-8.75,-6.56,-1.56,3.13,4.25,A4
11/25/23 0:00,-9.1,59,1.180787998,-6.88,-8.75,-8.63,-8.69,-7.5,-8.88,-8.75,-6.81,-1.63,3.13,4.25,A4
11/25/23 0:04,-9.1,59,1.181765202,-6.94,-8.81,-8.69,-8.75,-8.44,-8.94,-8.75,-6.69,-1.63,3.13,4.25,A4
11/25/23 0:08,-9.1,59.4,1.181928069,-7,-8.88,-8.81,-8.88,-7.81,-9,-8.81,-6.88,-2.06,3.13,4.25,A4
11/25/23 0:13,-9.1,59.4,1.181602335,-7.06,-8.94,-8.81,-8.94,-8.63,-9.06,-8.94,-6.88,-1.94,3.13,4.25,A4
11/25/23 0:17,-9.2,59.9,1.18219275,-7.13,-9.06,-8.94,-9.06,-7.94,-9.13,-9,-7,-2.06,3.06,4.25,A4
11/25/23 0:21,-9.2,59.9,1.181052895,-7.13,-8.88,-8.81,-8.94,-7.81,-9.06,-8.88,-6.75,-1.88,3.06,4.25,A4
11/25/23 0:25,-9.3,64.1,1.176759007,-7.25,-8.81,-8.69,-8.75,-7.75,-8.94,-8.81,-6.88,-2,3.06,4.25,A4
11/25/23 0:29,-9.3,64.1,1.180829147,-7.25,-8.81,-8.69,-8.75,-7.63,-8.88,-8.75,-6.63,-1.69,3.06,4.25,A4
11/25/23 0:33,-9.3,60.1,1.181154758,-7.31,-8.81,-8.69,-8.75,-7.63,-8.88,-8.69,-6.81,-2.06,3.06,4.25,A4
11/25/23 0:37,-9.3,60.1,1.180829147,-7.38,-8.88,-8.75,-8.88,-7.69,-8.94,-8.75,-6.44,-1.63,3.06,4.25,A4
11/25/23 0:41,-9.3,60.1,1.180666341,-7.38,-8.81,-8.69,-8.81,-7.63,-8.88,-8.75,-6.69,-1.63,3.06,4.25,A4
11/25/23 0:45,-9.3,60.1,1.185224899,-7.44,-8.88,-8.75,-8.81,-7.69,-8.94,-8.81,-6.5,-1.56,3.06,4.25,A4
11/25/23 0:49,-9.3,60.2,1.18034073,-7.44,-8.81,-8.75,-8.75,-7.88,-8.88,-8.75,-6.69,-1.75,3.06,4.25,A4
11/25/23 0:53,-9.3,60.2,1.181154758,-7.44,-8.88,-8.75,-8.81,-7.69,-8.94,-8.75,-7.06,-2.31,3.06,4.25,A4
11/25/23 0:57,-9.3,58.7,1.181643175,-7.5,-8.88,-8.75,-8.81,-8.44,-8.94,-8.81,-6.88,-1.69,3.06,4.25,A4
11/25/23 1:01,-9.3,58.7,1.181154758,-7.5,-9,-8.81,-8.88,-7.75,-9,-8.94,-7.06,-2.31,3.06,4.25,A4
11/25/23 1:05,-9.3,59.2,1.181317564,-7.5,-9.06,-8.88,-8.94,-8.63,-9,-8.88,-6.75,-1.69,3.06,4.25,A4
11/25/23 1:09,-9.3,59.2,1.181154758,-7.56,-9.06,-8.88,-9,-7.88,-9.06,-9,-7.38,-2.5,3,4.25,A4
11/25/23 1:13,-9.5,59,1.1810325,-7.63,-9.06,-9,-9.06,-8.75,-9.19,-9.13,-7.31,-2.06,3,4.25,A4
11/25/23 1:17,-9.5,59,1.181195244,-7.63,-9.13,-9.06,-9.13,-7.94,-9.19,-9.06,-7.06,-1.88,3,4.25,A4
11/25/23 1:21,-9.5,59.7,1.181520731,-7.69,-9.31,-9.13,-9.25,-8.94,-9.31,-9.13,-6.88,-1.69,3,4.25,A4
11/25/23 1:25,-9.5,59.7,1.185263841,-7.75,-9.31,-9.19,-9.25,-9,-9.38,-9.19,-6.88,-1.63,3,4.25,A4
11/25/23 1:29,-9.6,60.4,1.181459353,-7.81,-9.31,-9.19,-9.25,-8.13,-9.38,-9.13,-6.94,-1.69,3,4.25,A4
11/25/23 1:33,-9.6,60.4,1.18129664,-7.81,-9.13,-9,-9.06,-8.75,-9.13,-9,-7.19,-2.19,3,4.25,A4
11/25/23 1:37,-9.7,61.1,1.180747142,-7.88,-9.19,-9,-9.06,-7.94,-9.19,-9,-6.94,-1.69,3,4.25,A4
11/25/23 1:41,-9.7,61.1,1.180096414,-7.88,-9.06,-8.94,-9,-7.88,-9.13,-9,-7.25,-2,3,4.25,A4
11/25/23 1:45,-9.7,59.3,1.180259096,-7.94,-9,-8.88,-8.94,-7.88,-9,-8.88,-6.94,-2,3,4.25,A4
11/25/23 1:49,-9.7,59.3,1.180259096,-7.94,-9,-8.88,-8.94,-7.75,-9,-8.81,-6.63,-1.63,2.94,4.25,A4
11/25/23 1:53,-9.6,58.7,1.180645788,-7.94,-9,-8.94,-9,-8.25,-9.06,-9,-7.25,-1.94,2.94,4.25,A4
11/25/23 1:57,-9.6,58.7,1.180808501,-7.94,-9.06,-8.88,-9,-7.94,-9.06,-8.94,-6.88,-1.81,2.94,4.25,A4
11/25/23 2:02,-9.6,59.3,1.18503904,-7.94,-9.13,-8.94,-9.06,-8.75,-9.19,-9.06,-7.19,-1.88,2.94,4.25,A4
11/25/23 2:06,-9.6,59.3,1.180645788,-7.94,-9.06,-8.94,-9,-7.94,-9.06,-8.94,-6.94,-1.81,2.94,4.25,A4
11/25/23 2:10,-9.6,58.5,1.180808501,-8,-9.13,-8.94,-9,-8,-9.13,-8.94,-6.75,-1.63,2.94,4.25,A4
11/25/23 2:14,-9.6,58.5,1.180971214,-8,-9.13,-9,-9.06,-8,-9.13,-9,-6.94,-1.63,2.94,4.25,A4
11/25/23 2:18,-9.6,58.5,1.180645788,-8.06,-9.25,-9.06,-9.13,-8.81,-9.25,-9.06,-7.25,-1.94,2.88,4.25,A4
11/25/23 2:22,-9.6,58.5,1.181459353,-8.06,-9.25,-9.06,-9.13,-8.81,-9.25,-9.13,-7.13,-1.75,2.88,4.25,A4
11/25/23 2:26,-9.6,60.7,1.181622066,-8.06,-9.38,-9.19,-9.25,-8.19,-9.31,-9.19,-7,-1.63,2.88,4.25,A4
11/25/23 2:30,-9.6,60.7,1.18129664,-8.13,-9.44,-9.25,-9.31,-8.19,-9.38,-9.25,-7.31,-1.94,2.88,4.25,A4
11/25/23 2:34,-9.7,59.7,1.181235189,-8.13,-9.31,-9.13,-9.25,-8.06,-9.38,-9.25,-7.25,-1.75,2.88,4.25,A4
11/25/23 2:38,-9.7,59.7,1.18058446,-8.19,-9.44,-9.25,-9.38,-9.06,-9.5,-9.38,-7.19,-1.81,2.88,4.25,A4
11/25/23 2:42,-9.7,59,1.184976878,-8.19,-9.5,-9.31,-9.44,-8.31,-9.56,-9.38,-7.44,-2.06,2.88,4.25,A4
11/25/23 2:46,-9.7,59,1.180747142,-8.25,-9.31,-9.13,-9.19,-8,-9.31,-9.25,-7.5,-2.25,2.88,4.25,A4
11/25/23 2:50,-9.9,60.7,1.18403914,-8.25,-9.5,-9.31,-9.38,-9.13,-9.5,-9.38,-7.38,-2.06,2.88,4.25,A4
11/25/23 2:54,-9.9,60.7,1.185665344,-8.25,-9.5,-9.38,-9.5,-8.38,-9.56,-9.44,-7.5,-2.25,2.88,4.25,A4
11/25/23 2:58,-9.9,59.6,1.181111973,-8.31,-9.5,-9.38,-9.44,-8.31,-9.56,-9.5,-7.63,-2.13,2.88,4.19,A4
11/25/23 3:02,-9.9,59.6,1.181925075,-8.31,-9.75,-9.5,-9.63,-8.63,-9.75,-9.56,-7.44,-1.94,2.88,4.19,A4
11/25/23 3:06,-9.9,59.3,1.181437213,-8.31,-9.63,-9.44,-9.5,-8.38,-9.63,-9.56,-7.44,-2.06,2.88,4.19,A4
11/25/23 3:10,-9.9,59.3,1.181925075,-8.38,-9.75,-9.56,-9.69,-8.63,-9.81,-9.63,-7.38,-1.94,2.81,4.19,A4
11/25/23 3:14,-10,60.1,1.185765304,-8.38,-9.88,-9.63,-9.75,-8.63,-9.81,-9.69,-7.44,-2.19,2.81,4.25,A4
11/25/23 3:18,-10,60.1,1.185765304,-8.44,-9.94,-9.56,-9.88,-8.75,-9.94,-9.75,-7.38,-2.06,2.81,4.25,A4
11/25/23 3:22,-10.1,60.7,1.184727187,-8.44,-9.88,-9.63,-9.69,-8.69,-9.75,-9.56,-7.38,-2,2.81,4.25,A4
11/25/23 3:26,-10.1,60.7,1.181313456,-8.5,-9.88,-9.63,-9.69,-8.63,-9.81,-9.69,-7.56,-2.13,2.81,4.25,A4
11/25/23 3:30,-10.3,60.5,1.185089205,-8.56,-9.88,-9.69,-9.81,-9.56,-9.94,-9.81,-7.5,-2.25,2.81,4.19,A4
11/25/23 3:34,-10.3,60.5,1.181839269,-8.56,-10.06,-9.75,-10,-8.94,-10.06,-9.88,-7.56,-2.38,2.81,4.19,A4
11/25/23 3:38,-10.2,60.6,1.183526809,-8.63,-9.94,-9.75,-9.88,-9.63,-10,-9.88,-7.94,-2.38,2.81,4.19,A4
11/25/23 3:42,-10.2,60.6,1.180926366,-8.63,-9.69,-9.5,-9.63,-9.31,-9.75,-9.63,-7.88,-2.38,2.81,4.19,A4
11/25/23 3:46,-10.4,61.8,1.180802105,-8.69,-9.81,-9.63,-9.69,-8.69,-9.88,-9.81,-7.94,-2.31,2.81,4.19,A4
11/25/23 3:50,-10.4,61.8,1.180802105,-8.69,-9.88,-9.5,-9.88,-8.75,-10,-9.81,-7.44,-2.19,2.75,4.19,A4
11/25/23 3:55,-10.2,60.8,1.18628978,-8.75,-10,-9.63,-10,-9.75,-10.06,-9.88,-7.5,-2.19,2.75,4.25,A4
11/25/23 3:59,-10.2,60.8,1.184827031,-8.75,-9.56,-9.38,-9.5,-9.25,-9.63,-9.56,-7.75,-2.19,2.75,4.19,A4
11/25/23 4:03,-10.3,63,1.180376797,-8.75,-9.69,-9.5,-9.63,-8.56,-9.75,-9.63,-7.56,-2.13,2.75,4.19,A4
11/25/23 4:07,-10.3,63,1.184439217,-8.81,-9.56,-9.38,-9.44,-8.38,-9.56,-9.5,-7.75,-2.25,2.75,4.19,A4
11/25/23 4:11,-10.1,60.4,1.180500663,-8.81,-9.44,-9.25,-9.38,-8.25,-9.5,-9.44,-7.31,-1.88,2.75,4.19,A4
11/25/23 4:15,-10.1,60.4,1.184727187,-8.81,-9.44,-9.25,-9.38,-8.31,-9.5,-9.44,-7.56,-2.44,2.75,4.19,A4
11/25/23 4:19,-9.9,58.5,1.180949352,-8.75,-9.56,-9.38,-9.5,-8.38,-9.63,-9.5,-7.38,-1.94,2.75,4.19,A4
11/25/23 4:23,-9.9,58.5,1.185990585,-8.75,-9.5,-9.38,-9.44,-8.31,-9.56,-9.44,-7.69,-2.56,2.75,4.19,A4
11/25/23 4:27,-9.9,60.3,1.181762454,-8.75,-9.56,-9.44,-9.5,-8.31,-9.63,-9.44,-7.25,-1.94,2.75,4.19,A4
11/25/23 4:31,-9.9,60.3,1.185177483,-8.75,-9.5,-9.38,-9.44,-8.25,-9.56,-9.5,-7.75,-2.44,2.75,4.19,A4
11/25/23 4:35,-10,59.8,1.181050208,-8.75,-9.44,-9.31,-9.38,-8.31,-9.5,-9.44,-7.81,-2.69,2.75,4.19,A4
11/25/23 4:39,-10,59.8,1.185927893,-8.75,-9.69,-9.5,-9.63,-8.5,-9.75,-9.63,-7.56,-1.88,2.75,4.19,A4
11/25/23 4:43,-9.9,59.4,1.181762454,-8.75,-9.81,-9.63,-9.75,-8.63,-9.88,-9.69,-7.5,-1.88,2.69,4.19,A4
11/25/23 4:47,-9.9,59.4,1.185502724,-8.81,-9.69,-9.56,-9.63,-8.5,-9.75,-9.56,-7.63,-2,2.69,4.19,A4
11/25/23 4:51,-10.1,60.5,1.181313456,-8.81,-9.75,-9.56,-9.69,-8.56,-9.81,-9.63,-7.5,-1.94,2.69,4.19,A4
11/25/23 4:55,-10.1,60.5,1.185865098,-8.81,-9.88,-9.56,-9.81,-8.75,-9.88,-9.69,-7.31,-2.19,2.69,4.19,A4
11/25/23 4:59,-10.1,61.9,1.184889746,-8.81,-9.94,-9.5,-9.88,-8.75,-9.94,-9.81,-7.56,-2.19,2.69,4.19,A4
11/25/23 5:03,-10.1,61.9,1.185214863,-8.81,-9.88,-9.44,-9.81,-8.69,-9.94,-9.75,-7.31,-2.06,2.69,4.19,A4
11/25/23 5:07,-10.3,61.7,1.185576695,-8.88,-10.06,-9.63,-9.94,-9.69,-10,-9.81,-7.63,-2.25,2.69,4.19,A4
11/25/23 5:11,-10.3,61.7,1.184764211,-8.88,-10.06,-9.69,-10,-9,-10.06,-9.88,-7.38,-2.25,2.69,4.19,A4
11/25/23 5:15,-10.4,62.1,1.185026218,-8.88,-9.88,-9.75,-9.75,-8.63,-9.94,-9.81,-7.88,-2.25,2.69,4.19,A4
11/25/23 5:19,-10.4,62.1,1.181127037,-8.94,-9.81,-9.69,-9.75,-9.5,-9.88,-9.75,-7.69,-2.25,2.69,4.19,A4
11/25/23 5:23,-10.5,61,1.184313388,-8.94,-9.63,-9.5,-9.56,-9.31,-9.75,-9.63,-7.75,-2.13,2.69,4.19,A4
11/25/23 5:27,-10.5,61,1.184800692,-8.94,-9.88,-9.75,-9.81,-8.69,-9.94,-9.81,-8,-2.31,2.69,4.19,A4
11/25/23 5:31,-10.2,59.2,1.185314614,-8.94,-10,-9.56,-9.88,-9.63,-10,-9.88,-7.81,-2.31,2.69,4.19,A4
11/25/23 5:35,-10.2,59.2,1.186452308,-8.94,-10.25,-9.88,-10.19,-9.13,-10.25,-10.06,-7.63,-2.25,2.63,4.13,A4
11/25/23 5:39,-10.4,60.9,1.181776901,-9,-10.38,-9.94,-10.31,-9.25,-10.31,-10.13,-7.63,-2.19,2.69,4.13,A4
11/25/23 5:43,-10.4,60.9,1.182426764,-9,-10.44,-10.06,-10.38,-9.31,-10.44,-10.19,-7.94,-2.44,2.63,4.19,A4
11/25/23 5:47,-10.7,62.1,1.184999004,-9.06,-10.56,-10.19,-10.44,-9.44,-10.5,-10.25,-7.75,-2.25,2.63,4.19,A4
11/25/23 5:51,-10.7,62.1,1.185648497,-9.06,-10.63,-10.25,-10.5,-9.44,-10.56,-10.38,-8,-2.31,2.63,4.19,A4
11/25/23 5:56,-10.9,62.6,1.185521271,-9.13,-10.63,-10.13,-10.5,-10.25,-10.5,-10.38,-8.13,-2.5,2.63,4.19,A4
11/25/23 6:00,-10.9,62.6,1.181625802,-9.19,-10.69,-10.31,-10.56,-10.38,-10.63,-10.44,-7.94,-2.31,2.63,4.19,A4
11/25/23 6:04,-11,63.1,1.181238214,-9.19,-10.81,-10.44,-10.69,-9.63,-10.75,-10.5,-8.13,-2.31,2.63,4.13,A4
11/25/23 6:08,-11,63.1,1.181887335,-9.25,-10.88,-10.5,-10.75,-9.75,-10.69,-10.44,-8,-2.5,2.63,4.13,A4
11/25/23 6:12,-11.1,64,1.184744629,-9.31,-10.94,-10.56,-10.88,-10.56,-10.88,-10.56,-7.88,-2.31,2.63,4.13,A4
11/25/23 6:16,-11.1,64,1.185393626,-9.38,-10.75,-10.25,-10.63,-10.38,-10.75,-10.56,-8.31,-2.5,2.63,4.13,A4
11/25/23 6:20,-11.2,64.8,1.185978519,-9.38,-10.88,-10.56,-10.81,-9.81,-10.94,-10.63,-8.06,-2.31,2.56,4.13,A4
11/25/23 6:24,-11.2,64.8,1.185329646,-9.44,-10.88,-10.63,-10.88,-9.81,-10.94,-10.63,-8.06,-2.31,2.56,4.19,A4
11/25/23 6:28,-11.1,65.4,1.181661891,-9.44,-10.94,-10.69,-10.94,-10.69,-11.06,-10.75,-7.94,-2.38,2.56,4.19,A4
11/25/23 6:32,-11.1,65.4,1.181175143,-9.5,-10.88,-10.44,-10.75,-9.69,-10.81,-10.63,-8.19,-2.38,2.56,4.13,A4
11/25/23 6:36,-11.3,64.1,1.181210875,-9.56,-10.88,-10.44,-10.75,-9.81,-10.88,-10.69,-8.13,-2.31,2.56,4.19,A4
11/25/23 6:40,-11.3,64.1,1.181048688,-9.56,-10.81,-10.38,-10.75,-9.75,-10.88,-10.69,-8.5,-2.63,2.56,4.13,A4
11/25/23 6:44,-11.2,64.3,1.18094975,-9.63,-10.81,-10.38,-10.69,-9.75,-10.81,-10.63,-8.38,-2.63,2.56,4.13,A4
11/25/23 6:48,-11.2,64.3,1.183707462,-9.63,-10.88,-10.56,-10.88,-10.63,-10.94,-10.75,-8.31,-2.44,2.56,4.19,A4
11/25/23 6:52,-11.2,62.6,1.181274187,-9.63,-10.81,-10.38,-10.69,-10.44,-10.81,-10.63,-8.63,-2.81,2.56,4.13,A4
11/25/23 6:56,-11.2,62.6,1.185654083,-9.69,-10.88,-10.44,-10.81,-9.81,-10.94,-10.69,-8.5,-2.63,2.56,4.13,A4
11/25/23 7:00,-11.2,62.5,1.18094975,-9.75,-10.94,-10.56,-10.88,-9.81,-11,-10.81,-8.5,-2.69,2.56,4.13,A4
11/25/23 7:04,-11.2,62.5,1.181274187,-9.75,-10.94,-10.75,-10.88,-9.88,-11,-10.81,-8.44,-2.56,2.56,4.13,A4
11/25/23 7:08,-11.3,63.2,1.181048688,-9.75,-10.94,-10.44,-10.81,-9.81,-10.94,-10.81,-8.69,-2.75,2.56,4.13,A4
11/25/23 7:12,-11.3,63.2,1.180562126,-9.81,-11.06,-10.81,-11,-10.88,-11.13,-10.88,-8.19,-2.44,2.56,4.13,A4
11/25/23 7:16,-11.3,64.1,1.181048688,-9.81,-11,-10.69,-10.94,-10,-11.13,-10.94,-8.5,-2.5,2.5,4.13,A4
11/25/23 7:20,-11.3,64.1,1.180724313,-9.88,-11.13,-10.94,-11.06,-10.19,-11.19,-10.94,-8.25,-2.44,2.56,4.13,A4
11/25/23 7:24,-11.4,64.4,1.185363527,-9.88,-11,-10.75,-10.94,-9.88,-11.06,-10.88,-8.44,-2.5,2.5,4.13,A4
11/25/23 7:28,-11.4,64.4,1.181471772,-9.88,-11.06,-10.69,-10.88,-9.88,-11,-10.81,-8.5,-2.56,2.5,4.13,A4
11/25/23 7:32,-11.5,63.2,1.181246064,-9.94,-11.25,-10.94,-11.13,-10.13,-11.25,-10.94,-8.38,-2.5,2.5,4.13,A4
11/25/23 7:36,-11.5,63.2,1.181570314,-9.94,-11.44,-11.25,-11.31,-10.25,-11.38,-11,-8.31,-2.63,2.5,4.13,A4
11/25/23 7:40,-11.5,64.5,1.184164322,-10,-11.31,-11.19,-11.25,-10.94,-11.38,-11.06,-8.38,-2.5,2.5,4.13,A4
11/25/23 7:44,-11.5,64.5,1.181083938,-10,-11.38,-11.25,-11.31,-11.06,-11.38,-11.06,-8.31,-2.44,2.5,4.13,A4
11/25/23 7:48,-11.7,63.9,1.181118644,-10.06,-11.38,-11.13,-11.25,-10.25,-11.38,-11.13,-8.69,-2.63,2.5,4.13,A4
11/25/23 7:52,-11.7,63.9,1.183711659,-10.13,-11.38,-11.13,-11.25,-11,-11.38,-11.19,-8.75,-2.75,2.5,4.13,A4
11/25/23 7:57,-11.7,64.5,1.185170231,-10.13,-11.25,-10.94,-11.19,-10.94,-11.31,-11.13,-8.94,-2.63,2.5,4.13,A4
11/25/23 8:01,-11.7,64.5,1.181118644,-10.13,-11.25,-10.81,-11.13,-10.81,-11.25,-11.06,-8.63,-2.75,2.5,4.13,A4
11/25/23 8:05,-11.7,64.1,1.180794517,-10.19,-11.25,-10.88,-11.19,-10.25,-11.38,-11.13,-8.81,-2.81,2.5,4.13,A4
11/25/23 8:09,-11.7,64.1,1.181118644,-10.25,-11.25,-10.94,-11.19,-10.13,-11.31,-11.19,-8.81,-2.69,2.5,4.13,A4
11/25/23 8:13,-11.6,63.9,1.181992879,-10.25,-11.44,-11.25,-11.44,-10.44,-11.5,-11.13,-8.25,-2.56,2.5,4.13,A4
11/25/23 8:17,-11.6,63.9,1.181182406,-10.25,-11.5,-11.25,-11.38,-10.31,-11.5,-11.19,-8.56,-2.5,2.5,4.13,A4
11/25/23 8:21,-11.7,64.9,1.185494358,-10.25,-11.56,-11.38,-11.5,-10.44,-11.56,-11.25,-8.5,-2.5,2.5,4.13,A4
11/25/23 8:25,-11.7,64.9,1.180632453,-10.31,-11.56,-11.25,-11.44,-10.25,-11.44,-11.13,-8.38,-2.5,2.44,4.13,A4
11/25/23 8:29,-11.8,65.9,1.180730711,-10.31,-11.56,-11.38,-11.44,-10.38,-11.5,-11.19,-8.5,-2.5,2.44,4.13,A4
11/25/23 8:33,-11.8,65.9,1.185267621,-10.31,-11.5,-11.25,-11.38,-10.31,-11.44,-11.13,-8.5,-2.63,2.44,4.13,A4
11/25/23 8:37,-11.8,64.4,1.186077783,-10.38,-11.94,-11.75,-11.81,-10.81,-11.81,-11.5,-8.75,-2.69,2.44,4.13,A4
11/25/23 8:41,-11.8,64.4,1.180892744,-10.44,-11.56,-11.38,-11.5,-11.25,-11.63,-11.38,-8.63,-2.63,2.44,4.13,A4
11/25/23 8:45,-12,65,1.180764755,-10.44,-11.5,-11.06,-11.38,-10.31,-11.38,-11.13,-8.81,-3.19,2.44,4.13,A4
11/25/23 8:49,-12,65,1.180926725,-10.44,-11.63,-11.44,-11.5,-10.56,-11.63,-11.38,-8.69,-2.63,2.44,4.13,A4
11/25/23 8:53,-12,64.2,1.188377367,-10.5,-11.63,-11.31,-11.5,-11.25,-11.63,-11.38,-8.88,-2.75,2.44,4.13,A4
11/25/23 8:57,-12,64.2,1.184166135,-10.5,-11.69,-11.5,-11.56,-11.31,-11.63,-11.38,-8.75,-2.63,2.44,4.13,A4
11/25/23 9:01,-12,64.8,1.181088696,-10.5,-11.63,-11.38,-11.5,-11.31,-11.69,-11.5,-9.19,-2.75,2.44,4.06,A4
11/25/23 9:05,-12,64.8,1.177687316,-10.56,-11.75,-11.56,-11.63,-10.63,-11.75,-11.5,-8.88,-2.63,2.44,4.06,A4
11/25/23 9:09,-12.1,65.8,1.1815103,-10.56,-11.75,-11.56,-11.63,-10.69,-11.75,-11.56,-9,-2.69,2.44,4.06,A4
